sample	technology	project	path
HG01071	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01071/raw_data/PacBio_HiFi/m64136_200706_123635.ccs.bam
HG01071	Illumina	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01071/raw_data/Illumina/child/HG01071.final.cram
HG01071	Illumina	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01071/raw_data/Illumina/child/HG01071.final.cram.crai
HG01106	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01106/raw_data/PacBio_HiFi/m64043_200625_174853.ccs.bam
HG01106	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01106/raw_data/PacBio_HiFi/m64043_200627_000137.ccs.bam
HG01106	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01106/raw_data/PacBio_HiFi/m64043_200628_062711.ccs.bam
HG01106	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01106/raw_data/PacBio_HiFi/m64043_200629_125238.ccs.bam
HG01106	Illumina	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01106/raw_data/Illumina/child/HG01106.final.cram
HG01106	Illumina	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01106/raw_data/Illumina/child/HG01106.final.cram.crai
HG01123	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01123/raw_data/PacBio_HiFi/m54329U_200201_051510.ccs.bam
HG01123	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01123/raw_data/PacBio_HiFi/m54329U_200203_181235.ccs.bam
HG01123	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01123/raw_data/PacBio_HiFi/m54329U_200205_002609.ccs.bam
HG01123	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01123/raw_data/PacBio_HiFi/m54329U_200206_215926.ccs.bam
HG01175	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01175/raw_data/PacBio_HiFi/m64043_200618_201934.ccs.bam
HG01175	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01175/raw_data/PacBio_HiFi/m64043_200620_173220.ccs.bam
HG01175	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01175/raw_data/PacBio_HiFi/m64043_200621_234442.ccs.bam
HG01175	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01175/raw_data/PacBio_HiFi/m64043_200623_060946.ccs.bam
HG01175	Illumina	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01175/raw_data/Illumina/child/HG01175.final.cram
HG01175	Illumina	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01175/raw_data/Illumina/child/HG01175.final.cram.crai
HG01258	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01258/raw_data/PacBio_HiFi_Swap_Fixed/m64076_200306_185917.ccs.bam
HG01258	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01258/raw_data/PacBio_HiFi_Swap_Fixed/m64076_200308_194406.ccs.bam
HG01258	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01258/raw_data/PacBio_HiFi_Swap_Fixed/m64076_200310_015720.ccs.bam
HG01258	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01258/raw_data/PacBio_HiFi_Swap_Fixed/m64076_200311_082315.ccs.bam
HG01258	Illumina	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01258/raw_data/Illumina/child/HG01258.final.cram
HG01258	Illumina	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01258/raw_data/Illumina/child/HG01258.final.cram.crai
HG01358	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01358/raw_data/PacBio_HiFi/m64076_200201_051547.ccs.bam
HG01358	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01358/raw_data/PacBio_HiFi/m64076_200203_181219.ccs.bam
HG01358	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01358/raw_data/PacBio_HiFi/m64076_200206_215943.ccs.bam
HG01358	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01358/raw_data/PacBio_HiFi/m64076_200208_041234.ccs.bam
HG01358	Illumina	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01358/raw_data/Illumina/child/HG01358.final.cram
HG01358	Illumina	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01358/raw_data/Illumina/child/HG01358.final.cram.crai
HG01361	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01361/raw_data/PacBio_HiFi_Swap_Fixed/m54329U_200306_185930.ccs.bam
HG01361	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01361/raw_data/PacBio_HiFi_Swap_Fixed/m54329U_200308_194417.ccs.bam
HG01361	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01361/raw_data/PacBio_HiFi_Swap_Fixed/m54329U_200310_015838.ccs.bam
HG01361	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01361/raw_data/PacBio_HiFi_Swap_Fixed/m54329U_200311_082605.ccs.bam
HG01361	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01361/raw_data/PacBio_HiFi_Swap_Fixed/m64076_200221_234426.ccs.bam
HG01361	Illumina	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01361/raw_data/Illumina/child/HG01361.final.cram
HG01361	Illumina	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01361/raw_data/Illumina/child/HG01361.final.cram.crai
HG01891	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01891/raw_data/PacBio_HiFi/m54329U_200124_193652.ccs.bam
HG01891	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01891/raw_data/PacBio_HiFi/m54329U_200127_180554.ccs.bam
HG01891	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01891/raw_data/PacBio_HiFi/m54329U_200129_001928.ccs.bam
HG01891	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01891/raw_data/PacBio_HiFi/m54329U_200130_064539.ccs.bam
HG01891	Illumina	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01891/raw_data/Illumina/child/HG01891.final.cram
HG01891	Illumina	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01891/raw_data/Illumina/child/HG01891.final.cram.crai
HG01928	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01928/raw_data/PacBio_HiFi/m64043_200612_200936.ccs.bam
HG01928	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01928/raw_data/PacBio_HiFi/m64043_200614_191756.ccs.bam
HG01928	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01928/raw_data/PacBio_HiFi/m64043_200616_013031.ccs.bam
HG01928	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01928/raw_data/PacBio_HiFi/m64043_200617_075530.ccs.bam
HG01928	Illumina	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01928/raw_data/Illumina/child/HG01928.final.cram
HG01928	Illumina	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01928/raw_data/Illumina/child/HG01928.final.cram.crai
HG01952	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01952/raw_data/PacBio_HiFi/m64136_200612_201033.ccs.bam
HG01952	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01952/raw_data/PacBio_HiFi/m64136_200614_192134.ccs.bam
HG01952	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01952/raw_data/PacBio_HiFi/m64136_200616_013426.ccs.bam
HG01952	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01952/raw_data/PacBio_HiFi/m64136_200617_080019.ccs.bam
HG01952	Illumina	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01952/raw_data/Illumina/child/HG01952.final.cram
HG01952	Illumina	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01952/raw_data/Illumina/child/HG01952.final.cram.crai
HG01978	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01978/raw_data/PacBio_HiFi/m64136_200530_164818.ccs.bam
HG01978	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01978/raw_data/PacBio_HiFi/m64136_200602_153012.ccs.bam
HG01978	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01978/raw_data/PacBio_HiFi/m64136_200603_214308.ccs.bam
HG01978	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01978/raw_data/PacBio_HiFi/m64136_200605_040848.ccs.bam
HG01978	Illumina	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01978/raw_data/Illumina/child/HG01978.final.cram
HG01978	Illumina	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01978/raw_data/Illumina/child/HG01978.final.cram.crai
HG02148	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02148/raw_data/PacBio_HiFi/m64136_200618_202033.ccs.bam
HG02148	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02148/raw_data/PacBio_HiFi/m64136_200620_173618.ccs.bam
HG02148	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02148/raw_data/PacBio_HiFi/m64136_200621_234916.ccs.bam
HG02148	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02148/raw_data/PacBio_HiFi/m64136_200623_061529.ccs.bam
HG02148	Illumina	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02148/raw_data/Illumina/child/HG02148.final.cram
HG02148	Illumina	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02148/raw_data/Illumina/child/HG02148.final.cram.crai
HG02257	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02257/raw_data/PacBio_HiFi/m64076_200125_231256.ccs.bam
HG02257	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02257/raw_data/PacBio_HiFi/m64076_200127_180545.ccs.bam
HG02257	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02257/raw_data/PacBio_HiFi/m64076_200129_001835.ccs.bam
HG02257	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02257/raw_data/PacBio_HiFi/m64076_200130_064345.ccs.bam
HG02257	Illumina	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02257/raw_data/Illumina/child/HG02257.final.cram
HG02257	Illumina	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02257/raw_data/Illumina/child/HG02257.final.cram.crai
HG02486	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02486/raw_data/PacBio_HiFi/m54329U_200215_021808.ccs.bam
HG02486	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02486/raw_data/PacBio_HiFi/m54329U_200313_161638.ccs.bam
HG02486	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02486/raw_data/PacBio_HiFi/m54329U_200315_215927.ccs.bam
HG02486	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02486/raw_data/PacBio_HiFi/m54329U_200317_041347.ccs.bam
HG02486	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02486/raw_data/PacBio_HiFi/m54329U_200320_213710.ccs.bam
HG02486	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02486/raw_data/PacBio_HiFi/m64076_200211_192227.ccs.bam
HG02559	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02559/raw_data/PacBio_HiFi/m54329U_200211_192235.ccs.bam
HG02559	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02559/raw_data/PacBio_HiFi/m54329U_200217_055345.ccs.bam
HG02559	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02559/raw_data/PacBio_HiFi/m54329U_200219_181523.ccs.bam
HG02559	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02559/raw_data/PacBio_HiFi/m64076_200215_021919.ccs.bam
HG02559	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02559/raw_data/PacBio_HiFi/m64076_200217_055339.ccs.bam
HG02572	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02572/raw_data/PacBio_HiFi/m54329U_200319_002813.ccs.bam
HG02572	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02572/raw_data/PacBio_HiFi/m64076_200313_161705.ccs.bam
HG02572	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02572/raw_data/PacBio_HiFi/m64076_200317_041201.ccs.bam
HG02572	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02572/raw_data/PacBio_HiFi/m64076_200318_103811.ccs.bam
HG02572	Illumina	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02572/raw_data/Illumina/child/HG02572.final.cram
HG02572	Illumina	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02572/raw_data/Illumina/child/HG02572.final.cram.crai
HG02622	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02622/raw_data/PacBio_HiFi/m64043_200530_164723.ccs.bam
HG02622	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02622/raw_data/PacBio_HiFi/m64043_200601_191521.ccs.bam
HG02622	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02622/raw_data/PacBio_HiFi/m64043_200603_012738.ccs.bam
HG02622	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02622/raw_data/PacBio_HiFi/m64043_200604_075218.ccs.bam
HG02622	Illumina	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02622/raw_data/Illumina/child/HG02622.final.cram
HG02622	Illumina	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02622/raw_data/Illumina/child/HG02622.final.cram.crai
HG02630	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02630/raw_data/PacBio_HiFi/m64043_200501_162248.ccs.bam
HG02630	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02630/raw_data/PacBio_HiFi/m64043_200502_223511.ccs.bam
HG02630	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02630/raw_data/PacBio_HiFi/m64043_200504_050026.ccs.bam
HG02630	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02630/raw_data/PacBio_HiFi/m64043_200505_112554.ccs.bam
HG02630	Illumina	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02630/raw_data/Illumina/child/HG02630.final.cram
HG02630	Illumina	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02630/raw_data/Illumina/child/HG02630.final.cram.crai
HG02717	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02717/raw_data/PacBio_HiFi/m64043_200403_163826.ccs.bam
HG02717	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02717/raw_data/PacBio_HiFi/m64043_200405_180950.ccs.bam
HG02717	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02717/raw_data/PacBio_HiFi/m64043_200407_002219.ccs.bam
HG02717	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02717/raw_data/PacBio_HiFi/m64043_200408_064651.ccs.bam
HG02717	Illumina	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02717/raw_data/Illumina/child/HG02717.final.cram
HG02717	Illumina	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02717/raw_data/Illumina/child/HG02717.final.cram.crai
HG02886	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02886/raw_data/PacBio_HiFi/m64043_200410_214826.ccs.bam
HG02886	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02886/raw_data/PacBio_HiFi/m64043_200412_040054.ccs.bam
HG02886	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02886/raw_data/PacBio_HiFi/m64043_200413_102554.ccs.bam
HG02886	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02886/raw_data/PacBio_HiFi/m64043_200414_165107.ccs.bam
HG03453	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03453/raw_data/PacBio_HiFi/m64043_200508_172634.ccs.bam
HG03453	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03453/raw_data/PacBio_HiFi/m64043_200509_233929.ccs.bam
HG03453	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03453/raw_data/PacBio_HiFi/m64043_200511_060458.ccs.bam
HG03453	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03453/raw_data/PacBio_HiFi/m64043_200512_123035.ccs.bam
HG03453	Illumina	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03453/raw_data/Illumina/child/HG03453.final.cram
HG03453	Illumina	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03453/raw_data/Illumina/child/HG03453.final.cram.crai
HG03471	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03471/raw_data/PacBio_HiFi/m64043_200606_175618.ccs.bam
HG03471	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03471/raw_data/PacBio_HiFi/m64043_200608_185843.ccs.bam
HG03471	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03471/raw_data/PacBio_HiFi/m64043_200610_011156.ccs.bam
HG03471	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03471/raw_data/PacBio_HiFi/m64043_200611_073649.ccs.bam
HG03516	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03516/raw_data/PacBio_HiFi/m54329U_200610_234222.ccs.bam
HG03516	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03516/raw_data/PacBio_HiFi/m54329U_200612_200443.ccs.bam
HG03516	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03516/raw_data/PacBio_HiFi/m54329U_200614_021746.ccs.bam
HG03516	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03516/raw_data/PacBio_HiFi/m54329U_200615_084313.ccs.bam
HG03516	Illumina	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03516/raw_data/Illumina/child/HG03516.final.cram
HG03516	Illumina	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03516/raw_data/Illumina/child/HG03516.final.cram.crai
HG03540	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03540/raw_data/PacBio_HiFi/m64043_200521_171703.ccs.bam
